Row ID,Order Date,Sales,Quantity,Discount,Profit
87,26-10-2017,19.99,1,0,6.7966
88,26-10-2017,6.16,2,0,2.9568
89,05-04-2016,158.368,7,0.2,13.8572
90,17-09-2016,20.1,3,0,6.633
91,17-09-2016,73.584,2,0.2,8.2782
92,17-09-2016,6.48,1,0,3.1104
93,31-01-2015,12.96,2,0,6.2208
94,31-01-2015,53.34,3,0,16.5354
95,31-01-2015,32.96,2,0,16.1504
96,06-11-2017,5.682,1,0.7,-3.788
97,09-11-2017,96.53,7,0,40.5426
98,17-06-2017,51.312,3,0.2,17.9592
99,06-09-2016,77.88,6,0,22.5852
100,29-08-2016,64.624,7,0.2,22.6184
101,29-08-2016,95.976,3,0.2,-10.7973
102,29-08-2016,1.788,3,0.8,-3.0396
103,01-12-2016,23.92,4,0,11.7208
104,13-11-2015,238.896,6,0.2,-26.8758
105,13-11-2015,102.36,3,0.2,-3.8385
106,13-11-2015,36.882,3,0.7,-25.8174
107,23-11-2017,74.112,8,0.2,17.6016
108,23-11-2017,27.992,1,0.2,2.0994
109,23-11-2017,3.304,1,0.2,1.0738
110,15-10-2015,339.96,5,0.2,67.992
111,25-12-2017,41.96,2,0,10.9096
112,03-11-2016,75.96,2,0,22.788
113,03-11-2016,27.24,6,0,13.3476
114,25-08-2014,40.096,14,0.2,14.5348
115,25-08-2014,4.72,2,0.2,1.652
116,25-08-2014,23.976,3,0.2,7.4925
117,25-08-2014,130.464,6,0.2,44.0316
118,02-03-2015,787.53,3,0,165.3813
119,05-04-2015,157.794,1,0.7,-115.7156
120,12-06-2016,47.04,3,0,18.3456
121,12-06-2016,30.84,4,0,13.878
122,12-06-2016,226.56,6,0,63.4368
123,12-06-2016,115.02,9,0,51.759
124,12-06-2016,68.04,7,0,19.7316
125,26-12-2014,600.558,3,0.3,-8.5794
126,20-09-2014,617.7,6,0.5,-407.682
127,05-11-2017,2.388,2,0.7,-1.8308
128,05-11-2017,243.992,7,0.2,30.499
129,06-11-2016,81.424,2,0.2,-9.1602
130,06-11-2016,238.56,3,0,26.2416
131,02-02-2017,59.97,5,0.4,-11.994
132,02-02-2017,78.304,2,0.2,29.364
133,02-02-2017,21.456,9,0.2,6.9732
134,13-10-2016,20.04,3,0,9.6192
135,13-10-2016,35.44,1,0,16.6568
136,13-10-2016,11.52,4,0,3.456
137,13-10-2016,4.02,2,0,1.9698
138,13-10-2016,76.176,3,0.2,26.6616
139,13-10-2016,65.88,6,0,18.4464
140,13-10-2016,43.12,14,0,20.6976
141,05-09-2016,82.8,2,0.2,10.35
142,18-09-2017,8.82,3,0,2.3814
143,18-09-2017,10.86,3,0,5.1042
144,18-09-2017,143.7,3,0,68.976
145,22-12-2017,839.43,3,0,218.2518
146,07-09-2015,671.93,7,0,20.1579
147,22-10-2014,93.888,4,0.2,12.9096
148,05-12-2016,384.45,11,0,103.8015
149,05-12-2016,149.97,3,0,5.9988
150,05-12-2016,1951.84,8,0,585.552
151,05-12-2016,171.55,5,0,80.6285
152,13-03-2016,157.92,5,0.2,17.766
153,13-03-2016,203.184,2,0.2,15.2388
154,31-05-2015,58.38,7,0,26.271
155,31-05-2015,105.52,4,0,48.5392
156,31-05-2015,80.88,6,0,21.0288
157,28-05-2015,6.63,3,0,1.7901
158,01-03-2014,457.568,2,0.2,51.4764
159,20-11-2016,14.62,2,0,6.8714
160,20-11-2016,944.93,7,0,236.2325
161,11-05-2016,5.98,1,0,2.691
162,28-12-2015,54.384,2,0.2,1.3596
163,16-11-2016,28.4,5,0,13.348
164,07-11-2016,27.68,2,0.2,9.688
165,08-09-2014,9.936,3,0.2,2.7324
166,08-09-2014,8159.952,8,0.4,-1359.992
167,08-09-2014,275.928,3,0.2,-58.6347
168,08-09-2014,1740.06,9,0.3,-24.858
169,08-09-2014,32.064,6,0.2,6.8136
170,08-09-2014,177.98,5,0.8,-453.849
171,08-09-2014,143.976,3,0.2,8.9985
172,05-08-2014,20.94,3,0,9.8418
173,05-08-2014,110.96,2,0,53.2608
174,05-08-2014,340.144,7,0.2,21.259
175,14-09-2014,52.448,2,0.8,-131.12
176,14-09-2014,20.16,4,0.2,6.552
177,21-04-2017,97.264,4,0.8,-243.16
178,21-11-2015,396.802,7,0.3,-11.3372
179,21-11-2015,15.88,5,0.2,-3.7715
180,15-12-2015,3.28,1,0,1.4104
181,05-12-2014,24.816,2,0.2,1.8612
182,05-12-2014,408.744,7,0.2,76.6395
183,19-11-2014,503.96,4,0,131.0296
184,19-11-2014,149.95,5,0,41.986
185,19-11-2014,29,2,0,7.25
186,28-11-2016,7.16,2,0,3.4368
187,26-08-2014,176.8,8,0,22.984
188,16-07-2016,37.224,3,0.2,3.7224
189,16-07-2016,20.016,3,0.2,6.255
190,12-10-2015,899.136,4,0.2,112.392
191,12-10-2015,71.76,6,0,20.0928
192,12-10-2015,51.84,8,0,24.8832
193,12-10-2015,626.352,3,0.2,46.9764
194,12-10-2015,19.9,5,0,6.567
195,31-10-2015,14.28,7,0,6.7116
196,21-03-2014,7.408,2,0.2,1.2038
197,21-03-2014,6.048,3,0.2,1.5876
198,06-11-2017,46.26,3,0,12.0276
199,06-07-2017,2.946,2,0.7,-2.2586
200,06-07-2017,16.056,3,0.2,5.8203
201,24-06-2017,21.744,3,0.2,6.795
202,03-08-2014,218.75,2,0.5,-161.875
203,03-08-2014,2.6,1,0.2,0.2925
204,17-12-2017,66.284,2,0.8,-178.9668
205,03-06-2017,35.168,7,0.2,9.6712
206,09-12-2017,444.768,4,0.2,44.4768
207,01-12-2017,83.92,4,0,5.8744
208,01-12-2017,131.98,2,0,35.6346
209,01-12-2017,15.92,4,0,7.4824
210,01-12-2017,52.29,9,0,16.2099
211,01-12-2017,91.99,1,0,3.6796
212,09-02-2015,20.8,2,0.2,6.5
213,02-01-2015,23.68,2,0.2,8.88
214,02-01-2015,452.45,5,0.5,-244.323
215,02-01-2015,62.982,3,0.4,-14.6958
216,02-01-2015,1188,9,0.7,-950.4
217,02-01-2015,89.584,2,0.2,4.4792
218,28-10-2016,93.06,6,0,26.0568
219,28-10-2016,302.376,3,0.2,22.6782
220,24-12-2015,5.584,2,0.2,1.8148
221,24-12-2015,22.704,6,0.2,8.2302
222,24-12-2015,19.776,4,0.7,-13.8432
223,24-12-2015,72.704,4,0.2,19.0848
224,24-12-2015,479.988,4,0.7,-383.9904
225,24-12-2015,27.168,2,0.2,2.7168
226,09-08-2015,2.2,1,0,0.968
227,09-08-2015,622.45,5,0,136.939
228,09-08-2015,21.98,1,0,0.2198
229,28-02-2015,161.568,2,0.2,-28.2744
230,28-02-2015,389.696,8,0.2,43.8408
231,13-09-2014,18.648,7,0.7,-12.432
232,07-04-2017,233.86,2,0.45,-102.048
233,07-04-2017,620.6145,3,0.45,-248.2458
234,07-04-2017,5.328,2,0.7,-3.552
235,07-04-2017,258.072,3,0.2,0
236,07-04-2017,617.976,3,0.2,-7.7247
237,12-11-2017,10.56,2,0,4.752
238,04-06-2016,25.92,5,0.2,9.396
239,04-06-2016,419.68,5,0.6,-356.728
240,04-06-2016,11.688,3,0.6,-4.6752
241,04-06-2016,31.984,2,0.2,11.1944
242,04-06-2016,177.225,5,0.5,-120.513
243,04-06-2016,4.044,3,0.6,-2.8308
244,04-06-2016,7.408,2,0.2,1.2038
245,01-06-2014,2001.86,7,0,580.5394
246,01-06-2014,166.72,2,0,41.68
247,01-06-2014,47.88,6,0,23.94
248,01-06-2014,1503.25,5,0,496.0725
249,01-06-2014,25.92,4,0,12.4416
250,10-12-2016,321.568,2,0.2,28.1372
251,11-09-2016,7.61,1,0,3.5767
252,11-09-2016,3347.37,13,0,636.0003
253,10-12-2016,80.58,6,0,22.5624
254,10-12-2016,361.92,4,0,162.864
255,28-11-2015,12.132,9,0.6,-8.4924
256,28-11-2015,82.368,2,0.2,-19.5624
257,28-11-2015,53.92,5,0.2,4.044
258,28-11-2015,647.904,6,0.2,56.6916
259,01-12-2017,20.37,3,0,6.9258
260,01-12-2017,221.55,3,0,6.6465
261,01-12-2017,17.52,5,0.2,6.132
262,08-06-2017,1.624,2,0.8,-4.466
263,19-09-2014,3059.982,3,0.4,-509.997
264,19-09-2014,2519.958,7,0.4,-251.9958
265,06-06-2016,328.224,4,0.2,28.7196
266,10-11-2015,79.9,2,0,35.156
267,16-06-2017,14.016,3,0.2,4.7304
268,22-01-2016,7.56,6,0,0.3024
269,09-12-2017,37.208,1,0.2,-7.4416
270,09-12-2017,57.576,3,0.2,21.591
271,28-12-2017,725.84,4,0,210.4936
272,30-07-2015,209.93,7,0,92.3692
273,30-07-2015,5.28,3,0,2.3232
274,30-07-2015,10.92,3,0.2,4.095
275,16-09-2017,8.82,2,0,4.0572
276,16-09-2017,5.98,1,0,1.5548
277,13-10-2017,11.648,2,0.2,4.0768
278,13-10-2017,18.176,4,0.2,5.9072
279,13-10-2017,59.712,6,0.2,5.9712
280,13-10-2017,24.84,3,0.2,8.694
281,26-09-2015,2.08,5,0.8,-3.432
282,26-09-2015,1114.4,7,0.2,376.11
283,02-11-2015,1038.84,5,0.2,51.942
284,26-09-2015,141.76,5,0.2,47.844
285,26-09-2015,239.8,5,0.2,47.96
286,26-09-2015,31.104,6,0.2,10.8864
287,18-12-2016,254.058,7,0.7,-169.372
288,18-12-2016,194.528,2,0.2,24.316
289,18-12-2016,961.48,5,0.2,-204.3145
290,20-11-2016,19.096,7,0.2,6.6836
291,20-11-2016,18.496,8,0.2,6.2424
292,20-11-2016,255.984,2,0.2,54.3966
293,20-11-2016,86.97,3,0.5,-48.7032
294,26-12-2014,300.416,8,0.2,78.8592
295,26-12-2014,230.352,3,0.2,20.1558
296,26-12-2014,218.352,3,0.2,-24.5646
297,26-12-2014,78.6,5,0.7,-62.88
298,26-12-2014,27.552,3,0.2,9.2988
299,28-10-2016,32.4,5,0,15.552
300,28-10-2016,1082.48,8,0,10.8248
301,28-10-2016,56.91,3,0,27.3168
302,28-10-2016,77.6,4,0,38.024
303,28-10-2016,14.28,1,0,6.5688
304,19-11-2017,219.075,3,0.5,-131.445
305,04-05-2015,26.8,2,0,12.864
306,30-12-2014,9.84,3,0,2.8536
307,01-06-2014,45.48,3,0,20.9208
308,01-06-2014,289.2,6,0,83.868
309,15-04-2017,4.89,1,0,2.0049
310,12-09-2016,15.136,4,0.2,3.5948
311,12-09-2016,466.768,2,0.2,52.5114
312,12-09-2016,15.232,1,0.2,1.7136
313,12-09-2016,6.264,3,0.2,2.0358
314,27-09-2014,87.54,3,0,37.6422
315,09-08-2014,178.384,2,0.2,22.298
316,09-08-2014,15.552,3,0.2,5.4432
317,28-12-2014,99.136,4,0.2,8.6744
318,04-11-2014,135.882,1,0.1,24.1568
319,04-11-2014,3991.98,2,0,1995.99
320,04-11-2014,275.94,6,0,80.0226
321,04-11-2014,360,4,0,129.6
322,04-11-2014,43.57,1,0,13.071
323,19-09-2014,7.16,2,0,3.58
324,23-04-2016,251.52,6,0.2,81.744
325,23-04-2016,99.99,1,0,34.9965
326,03-11-2017,15.992,1,0.2,0.9995
327,30-08-2016,290.898,3,0.4,-67.8762
328,30-08-2016,54.224,2,0.2,3.389
329,30-08-2016,786.744,4,0.3,-258.5016
330,30-08-2016,100.24,10,0.2,33.831
331,30-08-2016,37.764,6,0.7,-27.6936
332,25-04-2016,82.8,2,0.4,-20.7
333,25-04-2016,20.724,2,0.7,-13.816
334,25-04-2016,4.896,3,0.7,-3.4272
335,01-09-2015,4.752,1,0.2,1.6038
336,01-09-2015,959.984,2,0.2,335.9944
337,01-09-2015,14.368,4,0.2,4.49
338,12-07-2014,7.712,2,0.2,2.7956
339,12-07-2014,698.352,3,0.2,-17.4588
340,22-06-2015,4.96,4,0,2.3312
341,13-04-2014,17.856,4,0.2,1.116
342,13-04-2014,509.97,10,0.7,-407.976
343,13-04-2014,30.992,13,0.2,10.0724
344,13-04-2014,71.928,12,0.4,8.3916
345,20-12-2015,88.8,4,0.2,-2.22
346,15-06-2017,47.976,3,0.2,4.7976
347,08-07-2017,7.56,3,0,3.0996
348,08-07-2017,24.56,2,0,11.5432
349,08-07-2017,12.96,2,0,4.1472
350,01-09-2016,6.79,1,0,2.3086
351,01-09-2016,24.56,2,0,11.5432
352,01-09-2016,3.048,1,0.2,1.0668
353,01-09-2016,49.12,4,0,23.0864
354,01-09-2016,4355.168,4,0.2,1415.4296
355,08-04-2016,388.704,6,0.2,-4.8588
356,08-04-2016,8.26,2,0,3.7996
357,08-04-2016,17.04,4,0,6.9864
358,08-04-2016,34.4,5,0,15.824
359,23-04-2016,36.24,5,0.2,11.325
360,08-03-2017,647.84,8,0,168.4384
361,08-03-2017,20.7,2,0,9.936
362,25-09-2017,20.7,2,0,9.936
363,25-09-2017,488.646,3,0.1,86.8704
364,25-09-2017,5.56,2,0,1.4456
365,25-09-2017,47.12,8,0,20.7328
366,24-09-2014,211.96,4,0,8.4784
367,21-10-2016,23.2,4,0,10.44
368,21-10-2016,7.36,2,0,0.1472
369,21-10-2016,104.79,7,0,29.3412
370,21-10-2016,1043.92,4,0,271.4192
371,29-05-2017,25.92,5,0.2,9.396
372,29-05-2017,53.424,3,0.2,4.6746
373,23-07-2014,8.16,5,0.7,-5.712
374,23-07-2014,1023.936,8,0.2,179.1888
375,23-07-2014,9.24,1,0.2,0.924
376,23-07-2014,479.04,10,0.2,-29.94
377,28-09-2016,99.136,4,0.2,30.98
378,27-08-2017,1488.424,7,0.3,-297.6848
379,28-04-2015,8.652,3,0.8,-20.3322
380,28-04-2015,23.832,3,0.2,2.6811
381,28-04-2015,12.176,4,0.8,-18.8728
382,28-10-2016,50.96,7,0,25.48
383,28-10-2016,49.536,3,0.2,17.3376
384,26-06-2015,41.9,2,0,8.799
385,27-11-2015,375.4575,3,0.45,-157.0095
386,27-11-2015,83.976,3,0.2,-1.0497
387,03-12-2015,482.34,4,0.7,-337.638
388,03-12-2015,2.96,1,0.2,0.777
389,24-11-2014,2.624,1,0.2,0.4264
390,11-12-2017,23.36,4,0.2,7.884
391,11-12-2017,39.98,2,0,13.5932
392,21-09-2014,246.384,2,0.2,27.7182
393,21-09-2014,1799.97,3,0,701.9883
394,07-06-2014,12.462,3,0.8,-20.5623
395,30-06-2017,75.792,3,0.2,25.5798
396,17-10-2017,49.96,2,0,9.4924
397,17-10-2017,12.96,2,0,6.2208
398,31-10-2015,70.12,4,0,21.036
399,08-09-2016,35.952,3,0.2,3.5952
400,08-09-2016,2396.2656,4,0.32,-317.1528
401,08-09-2016,131.136,4,0.2,-32.784
402,08-09-2016,57.584,2,0.2,0.7198
403,24-12-2014,9.568,2,0.2,3.4684
404,16-04-2014,39.072,6,0.2,9.768
405,24-12-2017,35.91,3,0,9.6957
406,08-12-2017,179.95,5,0,37.7895
407,08-12-2017,1199.976,3,0.2,434.9913
408,08-12-2017,27.15,5,0,13.3035
409,08-12-2017,1004.024,7,0.2,-112.9527
410,08-12-2017,9.68,1,0,4.6464
411,08-12-2017,28.35,9,0,13.608
412,08-12-2017,55.98,1,0,27.4302
413,08-12-2017,1336.829,13,0.15,31.4548
414,08-12-2017,113.568,2,0.2,-18.4548
415,03-11-2017,139.86,7,0,65.7342
416,03-11-2017,307.136,4,0.2,26.8744
417,24-06-2017,95.92,8,0,25.8984
418,14-04-2016,383.8,5,0.2,38.38
419,06-11-2017,5.78,1,0,2.8322
420,04-03-2017,9.32,4,0,2.7028
421,04-03-2017,15.25,1,0,7.015
422,22-06-2014,196.752,6,0.2,56.5662
423,19-10-2017,56.56,4,0,14.7056
424,19-10-2017,32.7,3,0,8.502
425,21-08-2017,866.4,4,0,225.264
426,23-11-2017,28.4,2,0,11.076
427,23-11-2017,287.92,8,0,138.2016
428,12-09-2014,69.99,1,0,30.0957
429,01-10-2017,6.672,6,0.2,0.5004
430,15-04-2016,189.588,2,0.7,-145.3508
431,15-04-2016,408.744,7,0.2,76.6395
432,15-04-2016,291.96,5,0.2,54.7425
433,15-04-2016,4.768,2,0.2,-0.7748
434,06-06-2016,714.3,5,0,207.147
435,19-12-2014,4.812,2,0.7,-3.6892
436,19-12-2014,247.8,5,0.2,-18.585
437,12-06-2016,1007.979,3,0.3,43.1991
438,12-06-2016,313.488,7,0.2,113.6394
439,15-09-2017,31.872,8,0.2,11.5536
440,20-01-2017,207.846,3,0.1,2.3094
441,05-09-2016,12.22,1,0,3.666
442,05-09-2016,194.94,3,0,23.3928
443,05-09-2016,70.95,3,0,20.5755
444,05-09-2016,91.36,4,0,42.0256
445,05-09-2016,242.94,3,0,29.1528
446,05-09-2016,22.05,7,0,10.584
447,20-03-2017,2.91,1,0,1.3677
448,01-04-2016,59.52,3,0,15.4752
449,01-04-2016,161.94,3,0,9.7164
450,01-04-2016,263.88,6,0,71.2476
451,01-04-2016,30.48,3,0,7.9248
452,01-04-2016,9.84,3,0,2.8536
453,01-04-2016,35.12,4,0,9.1312
454,20-10-2017,284.364,2,0.4,-75.8304
455,20-10-2017,665.408,2,0.2,66.5408
456,13-12-2016,63.88,4,0,24.9132
457,12-02-2014,129.568,2,0.2,-24.294
458,26-09-2016,747.558,3,0.3,-96.1146
459,26-09-2016,8.928,2,0.2,3.348
460,15-12-2015,103.92,4,0,36.372
461,15-12-2015,899.91,9,0,377.9622
462,15-12-2015,51.312,3,0.2,18.6006
463,22-04-2016,23.56,5,0.2,7.068
464,22-04-2016,1272.63,6,0.5,-814.4832
465,22-04-2016,28.485,5,0.7,-20.889
466,22-04-2016,185.376,2,0.2,-34.758
467,22-04-2016,78.272,2,0.2,5.8704
468,17-01-2015,254.744,7,0.6,-312.0614
469,31-03-2017,205.3328,2,0.32,-36.2352
470,16-12-2016,4.788,3,0.8,-7.9002
471,20-12-2015,55.48,1,0,26.6304
472,09-11-2014,340.92,3,0,3.4092
473,09-11-2014,222.666,2,0.15,10.4784
474,09-11-2014,703.968,4,0.2,87.996
475,09-11-2014,92.52,6,0,24.9804
476,09-11-2014,62.65,7,0,28.819
477,09-11-2014,94.85,5,0,45.528
478,12-07-2016,95.76,6,0.2,7.182
479,27-10-2016,40.2,3,0,19.296
480,26-06-2016,14.7,5,0,6.615
481,26-06-2016,704.25,5,0,84.51
482,06-10-2014,9.09,3,0,1.9089
483,22-07-2014,5.96,2,0,1.6688
484,22-07-2014,159.98,2,0,57.5928
485,10-06-2017,29.6,2,0,14.8
486,10-06-2017,514.165,5,0.15,-30.245
487,10-06-2017,279.96,5,0.2,17.4975
488,29-10-2014,2735.952,6,0.2,341.994
489,09-06-2014,7.992,1,0.2,0.5994
490,09-06-2014,63.984,2,0.2,10.3974
491,09-06-2014,70.368,2,0.2,6.1572
492,14-09-2014,449.15,5,0,8.983
493,14-09-2014,11.07,3,0,5.0922
494,09-05-2016,93.98,2,0,13.1572
495,18-03-2016,189.882,3,0.4,-94.941
496,27-12-2015,105.42,2,0,51.6558
497,25-07-2016,119.616,8,0.2,40.3704
498,25-07-2016,255.76,4,0,81.8432
499,25-07-2016,241.568,2,0.2,18.1176
500,25-07-2016,69.3,9,0,22.869
501,30-05-2016,22.62,2,0.7,-15.08
502,30-05-2016,14.952,2,0.7,-11.9616
503,30-05-2016,801.568,2,0.2,50.098
504,30-05-2016,2.376,3,0.7,-1.9008
505,30-05-2016,32.792,1,0.2,11.8871
506,12-11-2017,15.92,5,0.2,5.373
507,16-03-2015,2.74,1,0,0.7398
508,16-03-2015,8.34,3,0,2.1684
509,16-03-2015,46.74,3,0,11.685
510,16-03-2015,6354.95,5,0,3177.475
511,26-11-2017,126.3,3,0,40.416
512,26-11-2017,38.04,2,0,12.1728
513,20-10-2016,7.152,3,0.2,0.7152
514,21-12-2017,6.63,3,0,1.7901
515,21-12-2017,5.88,2,0,1.7052
516,22-01-2017,2999.95,5,0,1379.977
517,22-01-2017,51.45,3,0,13.8915
518,22-01-2017,11.96,2,0,5.382
519,22-01-2017,1126.02,3,0,56.301
520,22-03-2015,18.392,1,0.2,5.2877
521,22-03-2015,129.568,2,0.2,-25.9136
522,22-03-2015,14.112,9,0.8,-21.168
523,23-01-2017,210.98,2,0,21.098
524,21-05-2016,55.176,3,0.2,-12.4146
525,21-05-2016,66.26,2,0,27.1666
526,26-12-2015,22.2,5,0,10.434
527,21-10-2017,683.952,3,0.2,42.747
528,21-10-2017,45.696,3,0.2,5.1408
529,03-09-2015,36.336,3,0.2,-7.2672
530,03-09-2015,666.248,1,0.2,-149.9058
531,03-09-2015,52.512,6,0.2,19.692
532,07-11-2015,190.72,1,0.2,11.92
533,07-09-2017,47.94,3,0,2.397
534,29-05-2016,979.95,5,0,274.386
535,29-05-2016,22.75,5,0,11.375
536,10-07-2016,16.768,2,0.2,1.4672
537,03-09-2017,42.616,7,0.8,-68.1856
538,03-12-2015,10.752,4,0.2,3.36
539,07-12-2015,152.94,3,0,41.2938
540,07-12-2015,283.92,4,0,70.98
541,01-02-2014,468.9,6,0,206.316
542,14-07-2016,380.864,8,0.2,38.0864
543,18-12-2015,646.776,9,0.2,-145.5246
544,11-05-2014,58.112,2,0.2,7.264
545,11-05-2014,100.792,1,0.2,6.2995
546,11-05-2014,66.112,4,0.6,-84.2928
547,19-11-2017,41.28,6,0.2,13.932
548,19-11-2017,13.36,2,0,6.4128
549,15-11-2015,250.272,9,0.2,15.642
550,15-11-2015,11.364,3,0.8,-17.046
551,15-11-2015,8.72,5,0.2,-1.744
552,15-04-2016,1121.568,2,0.2,0
553,11-09-2017,34.504,1,0.2,6.0382
554,24-11-2017,10.824,3,0.2,2.5707
555,29-06-2017,1295.78,2,0,310.9872
556,03-03-2014,19.456,4,0.2,3.4048
557,10-06-2016,20.7,2,0,9.936
558,10-06-2016,1335.68,4,0.2,-217.048
559,10-06-2016,32.4,5,0,15.552
560,20-11-2017,42.6,3,0,16.614
561,20-11-2017,84.056,7,0.2,27.3182
562,14-09-2014,13,5,0.2,1.3
563,14-09-2014,13.128,3,0.2,3.7743
564,07-12-2015,3.96,2,0,0
565,07-12-2015,2.61,1,0,1.2006
566,07-12-2017,374.376,3,0.2,46.797
567,01-10-2017,91.84,8,0,45.0016
568,01-10-2017,81.088,7,0.2,27.3672
569,01-10-2017,19.44,3,0,9.3312
570,01-10-2017,451.152,3,0.2,0
571,28-12-2017,72.45,7,0,34.776
572,28-12-2017,13.96,4,0,6.4216
573,28-12-2017,33.264,7,0.2,11.2266
574,28-12-2017,14.85,3,0,4.0095
575,03-11-2016,8.82,3,0,2.3814
576,18-09-2015,160.72,14,0,78.7528
577,18-09-2015,19.92,4,0,9.7608
578,18-09-2015,7.3,2,0,2.19
579,20-07-2017,69.712,2,0.2,8.714
580,20-07-2017,8.792,1,0.6,-5.7148
581,10-09-2015,51.52,4,0,1.5456
582,01-12-2017,470.376,3,0.2,52.9173
583,01-12-2017,105.584,2,0.2,9.2386
584,01-12-2017,31.152,3,0.2,3.5046
585,01-12-2017,6.783,7,0.7,-4.7481
586,01-12-2017,406.368,4,0.2,30.4776
587,03-07-2015,70.98,1,0,4.9686
588,03-07-2015,294.93,3,0,144.5157
589,20-03-2016,84.784,2,0.2,-20.1362
590,20-03-2016,20.736,4,0.2,7.2576
591,20-03-2016,16.821,3,0.7,-12.8961
592,20-03-2016,10.368,2,0.2,3.6288
593,09-01-2014,9.344,2,0.2,1.168
594,09-01-2014,31.2,3,0.2,9.75
595,08-08-2014,76.12,2,0,22.0748
596,08-08-2014,1199.976,3,0.2,434.9913
597,08-08-2014,445.96,5,0.2,55.745
598,08-08-2014,327.76,8,0,91.7728
599,14-07-2016,11.632,2,0.2,1.0178
600,16-07-2016,143.982,3,0.4,-28.7964
601,16-07-2016,494.376,4,0.4,-115.3544
602,16-07-2016,5.84,2,0.2,0.73
603,15-03-2014,142.776,1,0.2,17.847
604,15-03-2014,45.696,3,0.2,5.1408
605,15-03-2014,7.218,3,0.7,-5.5338
